City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
670,Mayskiy,RU,2022-04-16 00:58:22,47.6931,40.1025,44.01,93,89,5.41,overcast clouds,0.0,0.0
671,Mazagao,BR,2022-04-16 00:58:22,-0.115,-51.2894,80.65,94,100,3.49,moderate rain,0.0,0.0
672,Kieta,PG,2022-04-16 00:58:23,-6.2167,155.6333,83.28,75,100,3.09,light rain,0.0,0.0
673,Trastenik,BG,2022-04-16 00:58:23,43.52,24.4685,49.84,76,0,4.61,clear sky,0.0,0.0
674,Vyazemskiy,RU,2022-04-16 00:58:24,47.5378,134.7525,47.28,45,100,11.18,overcast clouds,0.0,0.0
675,Zhanakorgan,KZ,2022-04-16 00:58:24,43.9098,67.2495,66.38,27,100,7.11,overcast clouds,0.0,0.0
676,Llano De Piedra,PA,2022-04-16 00:58:24,7.6667,-80.5667,76.89,99,61,7.96,broken clouds,0.0,0.0
677,Ambilobe,MG,2022-04-16 00:58:26,-13.2,49.05,74.57,82,21,4.72,few clouds,0.0,0.0
678,Rio Cuarto,AR,2022-04-16 00:55:54,-33.1307,-64.3499,60.48,55,0,9.22,clear sky,0.0,0.0
679,Misratah,LY,2022-04-16 00:58:27,32.3754,15.0925,62.38,86,3,11.34,clear sky,0.0,0.0
680,Chapais,CA,2022-04-16 00:58:27,49.7834,-74.8492,31.78,99,100,0.85,snow,0.0,0.0
681,Poyarkovo,RU,2022-04-16 00:58:28,49.6,128.6833,40.64,47,52,17.4,broken clouds,0.0,0.0
682,Bardiyah,LY,2022-04-16 00:58:28,31.7561,25.0865,62.44,64,100,17.65,overcast clouds,0.0,0.0
683,Moerai,PF,2022-04-16 00:58:28,-22.4333,-151.3333,80.58,69,12,9.15,few clouds,0.0,0.0
684,Taua,BR,2022-04-16 00:58:29,-5.9667,-40.3,76.55,75,99,5.53,overcast clouds,0.0,0.0
685,Kayan,MM,2022-04-16 00:58:29,16.9056,96.5631,80.74,72,16,4.52,few clouds,0.0,0.0
686,Nabisar,PK,2022-04-16 00:58:30,25.0685,69.6419,77.95,62,0,16.42,clear sky,0.0,0.0
687,Lahaina,US,2022-04-16 00:58:30,20.8783,-156.6825,77.95,86,94,11.27,overcast clouds,0.0,0.0
688,Nome,US,2022-04-16 00:58:30,64.5011,-165.4064,35.11,83,100,22.46,light snow,0.0,0.0
689,Whakatane,NZ,2022-04-16 00:58:31,-37.9585,176.9854,67.77,98,92,3.74,overcast clouds,0.0,0.0
690,Minab,IR,2022-04-16 00:58:31,27.1467,57.0801,81.9,44,12,4.65,few clouds,0.0,0.0
691,Morro Bay,US,2022-04-16 00:58:32,35.3658,-120.8499,70.38,74,97,5.99,overcast clouds,0.0,0.0
692,Barguzin,RU,2022-04-16 00:58:32,53.6167,109.6167,38.55,84,98,7.18,overcast clouds,0.0,0.0
